A,B,C,D,E,F,G,H,O
243,167,241,393,183,245.4,79.81378327,258.0530953,120
238,166,246,405,190,249,83.469755,262.6179735,120
233,170,241,424,198,253.2,89.10533093,268.4213106,120
239,168,236,430,201,254.8,91.35294193,270.6813625,120
235,176,231,421,204,253.4,86.44211936,267.7383051,120
238,173,235,421,201,253.6,87.03470572,268.1193764,120
237,171,243,415,202,253.6,84.76225575,267.3903514,120
234,168,239,430,199,254,91.67551472,270.0377751,120
230,165,234,436,204,253.8,94.3618567,270.7740756,120
228,161,233,434,208,252.8,94.10079702,269.7458063,120
236,162,236,430,208,254.4,91.87295576,270.4810529,120
241,160,249,421,207,255.6,88.4479508,270.4707008,120
243,167,249,428,210,259.4,89.19775782,274.3074917,120
241,167,246,424,218,259.2,87.02045736,273.4176293,120
237,168,244,423,214,257.2,87.05722256,271.5341599,120
236,166,240,413,208,252.6,84.44074846,266.3400083,120
237,163,239,415,205,251.8,86.13106292,266.1236555,120
232,165,235,412,203,249.4,85.11780072,263.5249514,120
230,167,230,401,200,245.6,81.1088158,258.6464769,120
230,163,225,407,201,245.2,84.29567011,259.2851712,120
231,161,222,421,201,247.2,90.18736053,263.1379866,120
233,158,231,435,204,252.2,95.32135123,269.6126852,120
233,155,226,432,201,249.4,95.30288558,266.9887638,120
242,153,221,423,197,247.2,92.74998652,264.0272713,120
243,153,216,417,193,244.4,91.20877151,260.8647159,120
242,152,213,419,191,243.4,92.58639209,260.4146693,120
237,149,228,409,194,243.4,88.37782527,258.9482574,120
234,149,237,397,194,242.2,83.74580587,256.2697797,120
232,150,242,401,197,244.4,84.66545931,258.6495699,120
227,152,237,394,194,240.8,82.15935735,254.4303441,120
224,159,247,402,198,246,83.29945978,259.7206191,120
220,157,248,407,195,245.4,86.16402962,260.087293,120
218,155,249,408,194,244.8,87.19495398,259.8653497,120
217,155,245,407,195,243.8,86.74191605,258.7713276,120
217,153,239,419,196,244.8,91.60873321,261.3794177,120
214,158,240,422,198,246.4,91.74224763,262.9250844,120
214,156,243,433,194,248,96.73262118,266.1976709,120
213,155,239,429,192,245.6,95.73212627,263.5981791,120
210,160,234,430,191,245,95.61589826,262.9969582,120
206,160,229,426,194,243,94.17430647,260.6104372,120
204,161,229,428,195,243.4,94.8358582,261.2228933,120
205,163,232,463,195,251.6,107.980739,273.7926223,120
210,164,227,468,190,251.8,110.1206611,274.8268546,120
214,163,223,460,191,250.2,106.9343724,272.0937338,120
211,160,222,450,190,246.6,103.8722292,267.5836318,120
212,158,219,438,204,246.2,98.2413355,265.07697,120
216,156,218,445,218,250.6,100.06318,269.8388408,120
241,156,223,467,216,260.6,107.0786627,281.7413708,120
237,153,224,482,211,261.4,113.9729793,285.1662673,120
237,154,220,484,209,260.8,115.0119994,285.0340331,120
237,154,216,473,211,258.2,110.8646021,280.9950177,120
235,154,215,499,214,263.4,120.8844076,289.8147684,120
237,157,216,497,212,263.8,119.5615323,289.6297637,120
232,156,213,487,213,260.2,116.2297724,284.9796484,120
228,155,226,497,218,264.8,119.1828847,290.3852613,120
227,156,233,493,216,265,117.2467484,289.7788812,120
223,154,231,486,212,261.2,115.6017301,285.6382327,120
220,154,225,480,207,257.2,114.2197881,281.4213922,120
218,157,223,475,207,256,111.9785694,279.419398,120
214,161,223,470,207,255,109.6083938,277.5590027,120
211,160,227,480,205,256.6,113.8922298,280.7400933,120
216,160,233,467,208,256.8,107.8580549,278.5311473,120
215,158,234,459,208,254.8,105.1425699,275.641071,120
211,160,229,456,205,252.2,104.4019157,272.9553077,120
210,167,225,450,199,250.2,101.7003441,270.0796179,120
214,170,223,444,197,249.6,98.86273312,268.4660127,120
216,166,223,457,196,251.6,104.5879534,272.4723839,120
217,162,221,454,196,250,104.1210834,270.8158046,120
222,162,218,445,209,251.2,99.24797227,270.0955387,120
226,164,219,447,206,252.4,99.64858253,271.3588031,120
223,168,214,450,206,252.2,100.658631,271.5455763,120
225,171,218,448,202,252.8,99.35673103,271.6240048,120
224,168,222,453,201,253.6,101.7145024,273.2376255,120
224,167,235,448,208,256.4,98.54257963,274.6845463,120
227,164,235,448,214,257.6,98.347547,275.7353804,120
225,162,237,469,211,260.8,107.1791024,281.9645368,120
223,158,243,462,210,259.2,105.2262325,279.7448838,120
218,157,252,459,212,259.6,104.2508513,279.7506032,120
218,156,247,464,211,259.2,106.5483928,280.2448929,120
224,156,256,458,207,260.2,104.0584451,280.235972,120
221,153,256,448,207,257,101.0880804,276.1662543,120
216,152,249,435,203,251,97.14936953,269.1449424,120
212,152,251,424,198,247.4,93.80319824,264.5860918,120
213,153,248,414,204,246.4,89.13944133,262.0282428,120
212,151,250,406,203,244.4,86.75621015,259.3414737,120
214,150,253,408,208,246.6,87.14952668,261.5465542,120
212,151,245,399,214,244.2,83.18509482,257.9794565,120
213,149,240,390,215,241.4,80.15634722,254.3599811,120
216,147,247,387,212,241.8,79.56230263,254.5533343,120
217,145,259,396,210,245.4,83.67221761,259.2724436,120
222,148,259,398,208,247,83.53681823,260.7439357,120
222,149,252,394,205,244.4,81.96731056,257.7789751,120
220,151,246,404,201,244.4,85.64718326,258.9725854,120
216,149,243,416,204,245.6,90.53308787,261.7548471,120
216,153,241,412,201,244.6,88.48186255,260.111899,120
214,155,237,419,197,244.4,91.32710441,260.9061134,120
217,156,231,415,194,242.6,89.85900066,258.7071704,120
227,154,230,415,200,245.2,89.16815575,260.9099462,120
223,152,233,405,197,242,86.18120445,256.887524,120
219,151,239,399,198,241.2,84.14368663,255.4556713,120
219,149,239,407,193,241.4,88.10357541,256.9750961,120
223,149,239,414,188,242.6,91.12321329,259.1489919,120
221,145,232,401,189,237.6,87.11280044,253.0659993,120
217,146,228,390,194,235,82.46211251,249.0481881,120
217,144,233,379,197,234,78.46527895,246.8051863,120
214,143,228,384,195,232.8,80.9083432,246.4589215,120
212,141,230,401,194,235.6,87.89220671,251.4605337,120
212,138,231,405,197,236.6,89.76101604,253.0545396,120
210,136,246,395,198,237,86.59792145,252.3255833,120
209,137,247,392,200,237,85.17980981,251.842411,120
207,138,247,384,198,234.8,82.34901335,248.8220247,120
213,141,243,387,201,237,82.0048779,250.7863633,120
216,139,238,380,197,234,80.0624756,247.3176096,120
216,139,241,377,193,233.2,79.40377825,246.3477217,120
219,145,242,375,194,235,77.05322836,247.309927,120
220,147,242,398,194,240.2,85.00917598,254.7991366,120
223,147,236,406,194,241.2,87.88492476,256.7122903,120
224,147,233,421,193,243.6,93.65810163,260.9842907,120
222,152,227,428,198,245.4,95.07807318,263.1748468,120
219,159,226,430,199,246.6,94.61627767,264.1283779,120
221,157,232,422,203,247,91.17236423,263.2895744,120
219,156,238,412,201,245.2,87.71636107,260.4173573,120
215,155,240,412,208,246,87.49628564,261.0969169,120
212,155,235,412,203,243.4,88.23740703,258.9003669,120
211,153,233,430,200,245.4,95.93039143,263.4839654,120
207,156,229,429,199,244,95.48612465,262.01832,120
203,156,241,425,200,245,93.94253563,262.3932164,120
201,156,247,425,203,246.4,93.82451705,263.6588705,120
199,155,242,420,201,243.4,92.49129689,260.3808749,120
196,154,242,408,199,239.8,88.5898414,255.6407636,120
194,153,249,406,202,240.8,88.04862293,256.3926676,120
194,152,248,409,209,242.4,88.78873802,258.149569,120
197,149,247,409,204,241.2,89.47491269,257.260957,120
193,146,241,399,202,236.2,86.83179141,251.6549225,120
191,144,235,399,197,233.2,87.79612748,249.1794534,120
188,142,234,397,198,231.8,87.65934063,247.8213066,120
190,139,230,428,194,236.2,100.1886221,256.5700684,120
213,137,228,420,198,239.2,95.54349795,257.57562,120
220,136,229,409,202,239.2,90.92722365,255.8991989,120
218,136,236,410,215,243,90.32829014,259.2454435,120
218,140,236,403,216,242.6,86.73084803,257.637342,120
216,142,231,402,216,241.4,86.10598121,256.2970932,120
214,141,230,402,217,240.8,86.42545921,255.8397936,120
216,140,230,399,211,239.2,85.78438086,254.1172958,120
213,140,229,412,209,240.6,90.98703204,257.2294695,120
210,141,227,414,211,240.6,91.63536435,257.4595114,120
211,147,235,421,208,244.4,92.9550429,261.4804008,120
211,147,239,412,209,243.6,89.41051392,259.4902696,120
209,148,240,412,211,244,89.18520057,259.7883754,120
208,146,242,411,212,243.8,89.23766021,259.6185664,120
205,145,245,402,207,240.8,86.72346857,255.9406181,120
204,142,243,405,203,239.4,88.88329427,255.3675782,120
202,141,257,401,202,240.6,88.20113378,256.2572926,120
202,141,256,417,205,244.2,93.7729172,261.5855501,120
209,140,252,414,206,244.2,92.13989364,261.0045977,120
208,138,250,406,209,242.2,89.46597118,258.1956622,120
205,137,252,404,206,240.8,89.47267739,256.8851884,120
209,135,250,420,204,243.6,95.62133653,261.6952426,120
210,133,250,424,201,243.6,97.73556159,262.4751417,120
212,131,250,423,198,242.8,97.95795016,261.8159659,120
214,128,248,411,194,239,94.48386106,256.9984436,120
213,126,247,417,189,238.4,97.6639135,257.6291909,120
216,124,246,412,186,236.8,96.45392683,255.6904378,120
214,127,241,406,184,234.4,93.78827219,252.4670276,120
217,128,242,412,180,235.8,96.09661805,254.6295348,120
219,128,238,410,177,234.4,95.6046024,253.1473879,120
216,129,233,416,176,234,97.81410941,253.6209771,120
214,129,230,405,176,230.8,93.80277181,249.133699,120
213,133,232,396,176,230,89.63704591,246.8497519,120
209,134,239,384,179,229,84.91171886,244.235542,120
209,132,241,384,187,230.6,84.53307045,245.6057817,120
205,132,249,390,188,232.8,87.08019293,248.5534148,120
204,132,270,389,185,236,88.32440206,251.9865076,120
205,132,265,399,190,238.2,90.86121285,254.9411697,120
207,131,261,411,189,239.8,95.1344312,257.9817823,120
203,134,256,409,189,238.2,93.81556374,256.0089842,120
200,137,254,403,189,236.6,91.12321329,253.5409237,120
198,136,261,399,192,237.2,90.07419164,253.7266245,120
196,133,259,401,191,236,91.63841989,253.1671385,120
199,130,255,391,194,233.8,88.01227187,249.8171331,120
199,128,253,388,192,232,87.50085714,247.9524148,120
203,129,251,377,191,230.2,83.06720171,244.7288295,120
200,131,251,376,188,229.2,82.72702098,243.6727313,120
198,134,248,385,185,230,85.57336034,245.4033415,120
195,133,253,380,183,228.8,84.69332914,243.9721296,120
194,132,252,367,179,224.8,80.76979634,238.869839,120
195,131,248,355,177,221.2,76.67698481,234.1127933,120
201,140,249,353,173,223.2,74.09291464,235.1765294,120
201,151,245,346,172,223,69.11150411,233.4639158,120
198,153,238,370,171,226,77.48290134,238.9133734,120
202,154,238,367,168,225.8,76.35286504,238.359812,120
201,156,241,360,168,225.2,73.57553941,236.9143305,120
219,417,417,467,442,392.4,88.66025039,402.2914366,150
218,405,429,480,428,392,90.39247756,402.2869623,150
229,393,439,483,424,393.6,87.25961265,403.1565453,150
232,382,458,479,434,397,88.61602564,406.7699596,150
231,378,451,479,432,394.2,88.02590528,403.908653,150
227,376,439,490,432,392.8,90.43317975,403.0756753,150
222,368,430,536,424,396,102.5670512,409.0672316,150
218,360,437,530,429,394.8,103.6328133,408.1749625,150
214,370,448,533,423,397.6,105.8198469,411.4408828,150
215,372,434,536,423,396,104.9857133,409.6803632,150
209,381,423,564,418,399,113.6538605,414.8713053,150
206,373,410,565,409,392.6,114.452785,408.9427833,150
204,370,410,575,395,390.8,118.0193205,408.2317969,150
201,366,411,575,396,389.8,119.1627459,407.6074092,150
201,377,419,566,394,391.4,116.3728491,408.333932,150
199,428,421,547,383,395.6,112.6296586,411.3207994,150
194,447,415,529,372,391.4,111.2880946,406.9139958,150
193,474,412,513,377,393.8,110.9727895,409.1373852,150
193,482,415,502,380,394.4,109.9501705,409.4391286,150
191,474,411,505,391,394.4,109.7517198,409.3858815,150
193,476,411,497,392,393.8,107.7281764,408.2692739,150
191,489,420,495,391,397.2,110.5158812,412.2882487,150
186,485,414,482,382,389.8,109.3112986,404.8370042,150
186,471,418,472,371,383.6,105.679894,397.8909398,150
192,462,428,464,368,382.8,101.5212293,396.0333319,150
196,466,447,457,371,387.4,101.4664477,400.4674768,150
194,481,439,481,383,395.6,107.0244832,409.8214245,150
196,478,441,508,401,404.8,110.3909417,419.5821731,150
196,461,439,499,409,400.8,106.5239879,414.7143595,150
200,448,426,496,423,398.6,102.6793066,411.612682,150
199,447,417,498,438,399.8,103.8718441,413.073117,150
194,470,409,486,433,398.4,105.7253044,412.1897621,150
190,462,420,476,440,397.6,105.5378605,411.368448,150
193,458,408,489,429,395.4,104.8171742,409.0572087,150
201,446,396,487,421,390.2,99.26006246,402.6271228,150
216,444,397,481,418,391.2,91.97695364,401.8671422,150
217,439,407,469,412,388.8,88.69813978,398.7891674,150
211,430,396,453,401,378.2,86.10551666,387.8780736,150
209,428,392,445,395,373.8,84.79009376,383.2959692,150
204,417,393,439,405,371.6,85.16712981,381.2348358,150
203,414,393,444,410,372.8,86.47635515,382.6983146,150
200,408,388,437,423,371.2,87.13070641,381.2888669,150
200,402,378,433,412,365,84.37535185,374.6254129,150
200,392,392,424,400,361.6,81.64704526,370.7031157,150
195,393,383,420,391,356.4,81.65684295,365.6347905,150
194,382,376,423,396,354.2,81.72245713,363.5054332,150
198,372,392,419,428,361.8,84.26244715,371.4827048,150
199,375,388,420,454,367.2,88.43845318,377.6998809,150
199,376,384,411,455,365,87.4688516,375.334251,150
212,371,386,412,447,365.6,81.01506033,374.4686903,150
220,361,392,410,450,366.6,78.74922222,374.9626648,150
217,360,386,405,446,362.8,78.11120278,371.1134597,150
220,358,406,398,443,365,77.36665949,373.1093673,150
226,358,404,390,449,365.4,75.59259223,373.1372402,150
232,388,394,387,442,368.6,71.28421985,375.4296206,150
242,384,384,403,450,372.6,69.61494093,379.0474904,150
239,383,418,394,454,377.6,73.45365886,384.6780472,150
233,393,431,387,452,379.2,76.95297265,386.9294509,150
237,400,446,429,446,391.6,79.10651048,399.5102001,150
243,418,450,455,446,402.4,80.72818591,410.4178359,150
248,464,442,488,432,414.8,85.6,423.5403169,150
256,474,430,475,429,412.8,80.94294287,420.6609086,150
252,488,420,543,418,424.2,97.87011801,435.3437722,150
252,502,412,579,410,431,109.3508116,444.6555971,150
254,521,406,576,405,432.4,111.1262345,446.4513411,150
247,519,402,668,400,447.2,140.1847353,468.6572308,150
246,511,401,670,404,446.4,140.1350777,467.8790442,150
257,502,393,738,393,456.6,160.7340661,484.0650783,150
257,487,390,734,382,450,159.6859418,477.4930366,150
258,476,382,716,379,442.2,153.3993481,468.0514929,150
257,470,374,697,401,439.8,145.818243,463.3432853,150
263,463,363,681,405,435,139.2609062,456.7478517,150
262,455,389,687,394,437.4,139.7148525,459.172081,150
256,447,403,691,405,440.4,141.0667927,462.4413476,150
249,446,421,689,413,443.6,141.0979801,465.4993018,150
255,438,444,718,403,451.6,149.816688,475.8020597,150
266,429,449,711,404,451.8,144.5813266,474.3701087,150
271,418,453,720,398,452,147.416417,475.4320141,150
283,406,459,734,393,455,150.7885937,479.3351646,150
280,410,502,766,385,468.6,164.6543045,496.6860175,150
281,401,522,764,390,471.6,164.9298032,499.6082465,150
282,395,517,756,432,476.4,158.8793253,502.1947829,150
289,400,525,781,424,483.8,166.4757039,511.6410851,150
287,452,548,802,460,509.8,168.701393,536.9880818,150
294,453,557,838,454,519.2,180.2280777,549.5914847,150
292,453,556,835,467,520.6,178.7742711,550.4403692,150
298,459,551,827,477,522.4,173.2254023,550.3715109,150
292,457,540,878,491,531.6,192.1901142,565.2748004,150
293,455,525,883,503,531.8,193.4635883,565.8969871,150
294,468,509,874,500,529,189.3208916,561.8570993,150
289,468,503,891,500,530.2,196.9135851,565.5855373,150
281,460,502,864,504,522.2,189.5324774,555.5316373,150
285,448,486,855,496,514,186.6472609,546.8392817,150
299,458,479,856,485,515.4,183.5108716,547.0954213,150
305,446,466,834,478,505.8,175.481509,535.3759427,150
297,444,454,822,468,497,173.8528113,526.5299612,150
304,444,442,889,465,508.8,198.5320125,546.1615146,150
312,440,452,890,460,510.8,197.1622682,547.5304558,150
304,444,513,895,457,522.6,198.5150876,559.0339882,150
299,443,531,876,458,521.4,192.5934578,555.8328886,150
295,446,537,887,448,522.6,198.1056284,558.8887188,150
294,436,567,868,444,521.8,193.4966666,556.521518,150
331,438,615,871,434,537.8,189.9909472,570.3730358,150
344,428,625,871,440,541.6,188.5381659,573.47816,150
344,449,644,886,441,552.8,192.982279,585.5168657,150
345,443,644,881,435,549.6,192.4033264,582.3050747,150
355,437,684,897,426,559.8,202.017227,595.1361189,150
364,429,680,885,419,555.4,197.6750869,589.5291341,150
359,438,694,900,422,562.6,203.8878123,598.405381,150
370,450,688,881,424,562.6,192.918221,594.7572614,150
388,466,690,879,420,568.6,187.7824273,598.8056446,150
387,492,672,872,424,569.4,180.2749012,597.2565613,150
390,539,663,877,423,578.4,177.4909575,605.0203302,150
402,538,639,885,435,579.8,173.7692723,605.2799352,150
406,538,622,863,430,571.8,164.9586615,595.1189797,150
415,554,612,862,428,574.2,162.1016965,596.6427742,150
404,572,600,853,430,571.8,160.0829785,593.7859884,150
404,616,592,845,436,578.6,157.0778151,599.542659,150
409,613,597,867,450,587.2,161.0147819,608.8756852,150
402,606,582,886,456,586.4,168.0304734,609.9993443,150
408,608,565,900,468,589.8,170.3272145,613.9017837,150
411,598,583,932,486,602,178.4455099,627.8907548,150
437,587,580,925,493,604.4,169.7734962,627.7916852,150
440,571,597,902,507,603.4,158.8994651,623.971634,150
454,568,580,875,503,596,146.7610302,613.8035516,150
457,563,575,846,492,586.6,136.9125268,602.3658357,150
454,568,621,815,510,593.6,124.0170956,606.4166884,150
455,551,619,820,545,598,122.6311543,610.4444283,150
465,569,627,806,542,601.8,114.6287922,612.6197842,150
481,564,623,811,530,601.8,114.3597831,612.5695063,150
472,552,634,808,520,597.2,117.8717948,608.7212827,150
468,537,630,788,514,587.4,113.3483127,598.236241,150
483,530,614,766,522,583,100.9752445,591.6798121,150
483,522,596,770,529,580,101.7152889,588.8514244,150
495,523,581,786,542,585.4,104.1241567,594.5880927,150
484,557,568,812,541,592.4,113.5475231,603.1838857,150
477,564,581,838,536,599.2,124.517308,612.0009804,150
486,561,571,846,529,598.6,127.2047169,611.9665024,150
498,562,559,847,529,599,126.1538743,612.1403434,150
495,563,545,824,520,589.4,119.5267334,601.3975391,150
481,558,539,841,527,589.2,128.4311489,603.0349907,150
478,576,549,819,538,592,117.9372715,603.6333324,150
464,627,540,809,551,598.2,117.3804072,609.6075787,150
467,621,530,883,563,612.8,143.992222,629.4899523,150
461,629,526,921,607,628.8,157.848535,648.3098025,150
480,615,535,928,609,633.4,155.5231173,652.213922,150
492,609,547,941,602,638.2,157.1895671,657.2730026,150
509,594,545,951,603,640.4,158.9913205,659.841193,150
510,587,534,983,602,643.2,173.1974596,666.1108016,150
512,586,581,982,596,651.4,167.9471345,672.7021629,150
523,590,619,982,599,662.6,162.9240314,682.3364273,150
512,573,625,983,619,662.4,165.3355376,682.7221983,150
507,556,640,975,630,661.6,164.1567544,681.6612062,150
525,543,642,959,609,655.6,157.5710633,674.2699756,150
539,542,651,954,608,658.8,153.4788585,676.4415718,150
533,530,653,958,605,655.8,157.9992405,674.5646003,150
518,523,640,949,612,648.4,157.787959,667.3227105,150
535,544,620,934,626,651.8,145.9978082,667.9510461,150
526,548,617,940,634,653,149.1174034,669.8096745,150
535,544,625,913,639,651.2,137.3818037,665.5337707,150
539,559,615,894,661,653.6,127.6081502,665.9405379,150
530,574,613,877,675,653.8,121.3480943,664.9660142,150
528,578,600,867,669,648.4,118.3259904,659.1081854,150
525,575,614,876,670,652,121.6568946,663.2528929,150
509,569,604,904,665,650.2,136.6007321,664.3943106,150
496,569,585,923,682,651,148.3576759,667.6907967,150
510,559,582,913,682,649.2,143.3142003,664.8305047,150
499,550,582,890,659,636,137.2049562,650.6313857,150
496,538,605,866,651,631.2,128.976587,644.2425009,150
485,561,596,839,668,629.8,120.0556538,641.1407022,150
497,554,612,808,661,626.4,106.1783405,635.3351871,150
496,582,605,805,684,634.4,104.23934,642.9068362,150
499,612,626,783,686,641.2,93.18669433,647.936108,150
502,613,622,787,701,645,95.18613344,651.985736,150
512,603,621,774,686,639.2,87.38741328,645.145875,150
506,609,626,757,669,633.4,81.76209391,638.6553061,150
503,619,634,751,665,634.4,80.04398791,639.4297459,150
523,609,658,754,657,640.2,75.17818833,644.5989451,150
523,592,682,763,650,642,81.19852215,647.1145185,150
507,582,670,780,637,635.2,91.04592248,641.6918263,150
512,586,703,738,614,630.6,81.37223114,635.828436,150
517,585,707,736,592,627.4,81.6935738,632.6962937,150
502,578,712,754,575,624.2,93.85606001,631.2167615,150
496,574,735,736,566,621.4,97.03525133,628.9306798,150
495,568,774,743,555,627,110.5929473,636.6787259,150
529,588,755,734,551,631.4,94.48513111,638.4304191,150
535,573,734,745,575,632.4,88.66927314,638.5859378,150
538,587,743,746,603,643.4,85.28681023,649.0280425,150
542,586,738,756,601,644.6,86.0176726,650.3139242,150
541,590,760,756,604,650.2,90.47961096,656.4652314,150
546,593,767,755,593,650.8,91.67856892,657.2256842,150
536,583,745,734,617,643,82.95782061,648.3293916,150
535,573,736,735,642,644.2,82.06192784,649.4057283,150
552,570,739,719,660,648,75.84985168,652.4240952,150
565,588,729,699,671,650.4,63.48417126,653.4909334,150
567,593,722,683,658,644.6,57.14752838,647.1282717,150
586,598,725,671,664,648.8,51.09755376,650.809035,150
583,583,730,664,662,644.4,55.78745379,646.8103277,150
582,575,714,657,641,633.8,51.30847883,635.8734151,150
564,570,711,644,626,623,53.82192862,625.3205578,150
547,561,705,649,619,616.2,57.97378718,618.9211581,150
534,580,689,629,623,611,51.84978303,613.1960535,150
523,577,690,622,627,607.8,55.6179827,610.3394138,150
522,591,689,612,622,607.2,53.76764827,609.5759182,150
511,584,704,607,604,602,61.70575338,605.1541952,150
511,571,713,635,603,606.6,67.15236407,610.3056611,150
504,555,705,650,616,606,70.48687821,610.0855678,150
492,557,733,643,616,608.2,81.20443338,613.5970991,150
484,553,745,647,605,606.8,87.96908548,613.1433764,150
494,552,760,650,597,610.6,90.65009653,617.2923133,150
485,570,733,676,626,618,85.61074699,623.9015948,150
472,598,787,690,624,634.2,104.1007205,642.6870156,150
467,600,823,693,632,643,116.4869091,653.466296,150
458,623,881,675,620,651.4,135.9920586,665.4440623,150
446,620,890,685,624,653,142.8089633,668.4335419,150
438,629,881,696,639,656.6,141.9614032,671.7712408,150
457,619,871,688,647,656.4,132.8903307,669.7169551,150
456,628,843,670,637,646.8,123.1964285,658.4281282,150
449,625,835,654,631,638.8,122.4751403,650.4349314,150
447,627,842,643,633,638.4,125.1137083,650.5443874,150
449,611,902,620,634,643.2,145.8429292,659.5274066,150
454,597,912,604,650,643.4,149.5106685,660.5429585,150
447,587,890,586,656,633.2,145.2575643,649.6475968,150
465,594,880,588,642,633.8,136.2767772,648.2852767,150
460,584,858,581,642,625,130.7057765,638.5209472,150
470,604,848,592,620,626.8,122.7133245,638.6993033,150
470,610,833,615,614,628.4,116.3419099,639.0790248,150
475,597,836,635,600,628.6,117.0172637,639.3989365,150
462,585,838,622,583,618,122.5283641,630.0295231,150
454,578,819,631,576,611.6,118.8488115,623.0406086,150
454,568,881,632,564,619.8,142.5908833,635.9907232,150
453,551,931,634,554,624.6,163.5953545,645.6691103,150
480,547,928,638,559,630.4,157.0332449,649.664221,150
488,536,942,628,554,629.6,162.5565748,650.2467224,150
498,553,959,619,555,636.8,165.595169,657.9787231,150
489,536,983,607,552,633.4,178.8190146,658.1578838,150
476,534,982,643,561,639.2,179.6345178,663.9617459,150
471,556,982,646,566,644.2,177.7665885,668.2773376,150
476,554,983,646,568,645.4,177.2090291,669.2863363,150
494,539,982,636,555,641.2,176.4736808,665.0416528,150
512,524,982,628,547,638.6,176.4013605,662.5159621,150
514,520,982,640,541,639.4,177.2225719,663.5059909,150
512,526,983,643,552,643.2,175.9152068,666.8226151,150
501,543,983,633,568,645.6,174.043213,668.6481885,150
510,551,982,625,560,645.6,172.193612,668.1691403,150
518,548,982,640,556,648.8,171.453084,671.0719783,150
519,561,980,646,549,651,169.8199046,672.7851069,150
506,602,983,650,545,657.2,170.1145496,678.8599266,150
496,604,964,647,543,650.8,164.8531468,671.3547497,150
480,614,933,642,529,639.6,157.7651419,658.7700661,150
487,609,942,642,517,639.4,161.6819099,659.5251322,150
480,605,930,635,499,629.8,161.4377899,650.1616722,150
468,606,906,652,515,629.4,152.776438,647.6766168,150
457,635,883,711,525,642.2,148.8655769,659.2281851,150
454,632,856,742,542,645.2,142.2594812,660.6972075,150
447,649,852,753,540,648.2,144.7112988,664.1570597,150
449,647,841,781,540,651.6,145.6977694,667.6903474,150
445,640,841,856,583,673,156.7711708,691.0182342,150
446,631,825,847,617,673.2,148.1950067,689.318504,150
450,628,832,842,613,673,147.7809189,689.0342517,150
444,612,895,841,625,683.4,164.5801932,702.9382619,150
451,612,913,860,626,692.4,170.8222468,713.160571,150
456,613,911,844,640,692.8,164.7439225,712.1182486,150
460,624,883,848,640,691,156.1819452,708.4305188,150
477,634,919,869,629,705.6,164.6154306,724.547859,150
490,659,927,855,628,711.8,158.6334139,729.2625042,150
490,652,913,835,612,700.4,153.454358,717.0135285,150
504,649,897,818,607,695,143.0202783,709.563105,150
512,648,915,785,612,694.4,140.7730088,708.5255112,150
497,650,931,766,606,690,148.1634233,705.7282763,150
485,632,911,743,603,674.8,143.8421357,689.9605786,150
501,620,921,731,589,672.4,144.4404376,687.7389039,150
513,614,893,726,578,664.8,133.4007496,678.0522104,150
510,660,933,772,563,687.6,151.7716706,704.1508361,150
506,675,959,826,557,704.6,168.2624141,724.4124516,150
498,711,926,824,545,700.8,162.1103328,719.3054984,150
498,699,899,837,549,696.4,156.1481348,713.6912498,150
490,690,941,808,554,696.6,164.4403843,715.7459046,150
481,688,926,780,545,684,160.2036204,702.5106405,150
496,685,971,789,553,698.8,170.1791997,719.2234701,150
498,677,982,766,544,693.4,172.8185175,714.6116428,150
490,685,978,773,537,692.6,175.0618177,714.3818307,150
479,684,966,755,542,685.2,171.3165491,706.2920076,150
474,679,982,731,542,681.6,176.2232675,704.0122158,150
483,681,982,728,606,696,165.2355894,715.3452313,150
486,666,982,725,640,699.8,161.6791885,718.2340844,150
494,661,982,757,643,707.4,161.062224,725.5038249,150
490,670,978,733,632,700.6,159.997,718.6371825,150
498,656,969,707,625,691,155.157984,708.2054787,150
505,645,982,709,613,690.8,159.8754515,709.0590949,150
511,642,970,721,598,688.4,156.3055981,705.922092,150
512,638,955,714,594,682.6,151.083553,699.1201613,150
513,633,982,711,590,685.8,161.3659196,704.5286367,150
519,633,982,703,571,681.6,162.3152488,700.66026,150
524,630,959,678,556,669.4,154.5931434,687.0192137,150
534,630,931,669,547,662.2,143.556818,677.5820246,150
526,633,905,658,535,651.4,137.090627,665.6694375,150
510,622,877,658,561,645.6,126.3338434,657.8446625,150
497,610,870,635,587,639.8,124.1634407,651.7366032,150
492,620,851,621,585,633.8,118.3374835,644.7528209,150
483,630,903,630,585,646.2,139.1767222,661.0178515,150
485,621,943,622,606,655.4,152.6362997,672.939076,150
484,611,919,632,623,653.8,143.1214869,669.2818539,150
491,602,882,649,633,651.4,127.8195603,663.8221147,150
488,583,853,659,657,648,120.0433255,659.0253409,150
494,609,829,668,674,654.8,108.4829941,663.7255457,150
494,607,829,673,668,654.2,108.6193353,663.1559394,150
495,602,816,657,653,644.6,103.7277205,652.8924873,150
521,595,795,634,651,639.2,89.8496522,645.4840044,150
521,580,807,625,634,633.4,95.59623424,640.5733369,150
514,564,801,623,630,626.4,96.99195843,633.8646543,150
513,556,806,653,620,629.6,100.7662642,637.6127351,150
507,545,801,661,600,622.8,103.1472734,631.2837714,150
504,542,835,646,583,622,116.4388251,632.8048672,150
531,548,842,645,569,627,114.3415935,637.3405683,150
523,578,836,628,555,624,111.389407,633.8640233,150
